"",gene_symbol,GSM4781322,GSM4781323,GSM4781324,GSM4781325,GSM4781326,GSM4781327,GSM4781328,GSM4781329
ENSG00000183020,AP2A2,1964,1198,1929,1951,1761,1760,1271,2521
ENSG00000183023,SLC8A1,411,467,348,290,277,386,387,351
ENSG00000183024,OR1G1,0,1,0,0,0,0,0,0
ENSG00000183032,SLC25A21,29,46,27,33,17,33,49,21
ENSG00000183034,OTOP2,2,0,0,0,0,1,0,8
ENSG00000183035,CYLC1,0,0,0,6,0,6,0,10
ENSG00000183036,PCP4,0,0,0,0,0,0,0,0
ENSG00000183044,ABAT,57,82,66,59,128,69,153,94
ENSG00000183048,SLC25A10,1036,638,1031,626,808,622,558,577
ENSG00000183049,CAMK1D,353,412,284,259,290,306,520,348
ENSG00000183054,RGPD6,973,1265,633,840,767,978,1003,2128
ENSG00000183060,LYSMD4,721,498,352,461,591,486,427,586
ENSG00000183066,WBP2NL,3,14,8,8,5,13,7,10
ENSG00000183067,IGSF5,11,9,0,5,3,11,15,5
ENSG00000183072,NKX2-5,87,2,9,370,8,7,3,639
ENSG00000183077,AFMID,580,636,526,595,483,529,577,941
ENSG00000183087,GAS6,1721,1077,1542,2975,1427,1358,1405,2208
ENSG00000183090,FREM3,30,23,36,2,22,16,10,6
ENSG00000183091,NEB,27,197,35,1249,41,365,238,32
ENSG00000183092,BEGAIN,35,61,69,49,19,11,16,56
ENSG00000183098,GPC6,2,17,20,0,3,35,18,0
ENSG00000183111,ARHGEF37,752,747,1171,723,638,551,760,838
ENSG00000183114,FAM43B,19,11,5,21,22,22,2,49
ENSG00000183117,CSMD1,0,0,33,71,0,4,1,0
ENSG00000183128,CALHM3,0,0,1,0,0,0,0,1
ENSG00000183134,PTGDR2,0,1,9,3,7,6,2,0
ENSG00000183137,CEP57L1,1638,2615,2154,1444,1915,1211,1307,1571
ENSG00000183145,RIPPLY3,47,60,60,39,62,40,45,42
ENSG00000183146,PRORY,5,8,4,10,1,5,5,1
ENSG00000183148,ANKRD20A2P,41,87,47,104,30,92,91,31
ENSG00000183150,GPR19,15,13,12,10,39,10,45,21
ENSG00000183153,GJD3,0,1,2,4,0,1,1,0
ENSG00000183154,LOC102723701,16,1,9,9,11,6,8,7
ENSG00000183155,RABIF,653,587,689,531,559,458,516,650
ENSG00000183160,TMEM119,25,8,19,7,21,11,10,24
ENSG00000183161,FANCF,294,286,259,184,241,226,190,205
ENSG00000183166,CALN1,147,8,0,12,5,9,51,74
ENSG00000183171,LOC643015,10,14,5,18,10,19,15,7
ENSG00000183185,GABRR3,0,0,4,0,0,1,0,0
ENSG00000183186,C2CD4C,41,15,64,21,47,54,24,32
ENSG00000183196,CHST6,160,161,116,188,168,155,155,174
ENSG00000183199,HSP90AB3P,6,4,4,3,1,2,5,5
ENSG00000183206,POTEC,12,6,10,45,7,18,13,27
ENSG00000183207,RUVBL2,4108,2871,4436,3442,3610,3003,2765,4302
ENSG00000183208,GDPGP1,267,178,159,153,253,129,156,106
ENSG00000183214,MICA,841,820,701,1066,644,773,640,1275
ENSG00000183230,CTNNA3,0,43,0,0,0,1,0,0
ENSG00000183242,WT1-AS,4,0,1,0,0,1,0,0
ENSG00000183246,RIMBP3C,16,4,6,15,14,0,7,23
ENSG00000183248,PRR36,0,0,3,0,4,3,4,0
ENSG00000183250,LINC01547,175,145,218,152,115,90,51,183
ENSG00000183251,OR51B4,1,0,0,0,0,0,0,0
ENSG00000183255,PTTG1IP,15451,12227,15316,10401,12442,13378,11518,11580
ENSG00000183258,DDX41,1723,1460,1682,2092,1732,1498,1524,2858
ENSG00000183260,ABHD16B,0,0,0,0,0,3,0,0
ENSG00000183269,OR52E8,0,0,0,0,0,0,0,0
ENSG00000183273,CCDC60,12,28,8,42,14,2,2,16
ENSG00000183281,PLGLB1,52,63,25,42,53,27,42,34
ENSG00000183283,DAZAP2,5915,6130,6846,5128,5261,4746,5172,5992
ENSG00000183287,CCBE1,1936,1577,1363,1545,1874,1643,1412,1550
ENSG00000183291,SELENOF,3770,4151,4188,3329,3680,3134,2228,3141
ENSG00000183292,PRSS40A,81,82,35,46,75,89,78,59
ENSG00000183298,RPSAP19,3,2,3,2,0,0,0,1
ENSG00000183304,FAM9A,0,0,0,0,0,0,0,0
ENSG00000183305,MAGEA2B,0,0,0,0,0,0,0,1
ENSG00000183307,TMEM121B,46,34,63,19,23,24,22,21
ENSG00000183309,ZNF623,1081,1095,925,1764,902,789,810,1664
ENSG00000183310,OR2T34,0,0,0,0,0,1,0,0
ENSG00000183311,TUBB,60,15,113,25,50,43,26,62
ENSG00000183313,OR52L1,0,0,0,0,0,0,0,0
ENSG00000183317,EPHA10,175,199,110,159,142,233,284,124
ENSG00000183318,SPDYE4,1,0,0,0,0,0,0,0
ENSG00000183323,CCDC125,923,880,771,643,675,816,859,523
ENSG00000183324,REC114,1,0,0,0,0,0,0,0
ENSG00000183336,BOLA2,579,509,663,476,477,466,284,412
ENSG00000183337,BCOR,4094,2436,3735,2896,2099,3086,2056,2451
ENSG00000183340,JRKL,503,562,418,387,485,454,446,380
ENSG00000183346,CABCOCO1,0,0,6,0,0,1,0,0
ENSG00000183347,GBP6,17,34,24,15,22,27,32,10
ENSG00000183354,KIAA2026,3257,2873,2247,2981,3069,2243,2092,2384
ENSG00000183378,OVCH2,0,0,0,4,0,2,0,0
ENSG00000183379,SYNDIG1L,2,4,1,74,1,19,4,0
ENSG00000183386,FHL3,711,595,582,692,673,441,564,636
ENSG00000183389,OR56A4,0,0,0,0,0,0,0,0
ENSG00000183395,PMCH,0,0,0,0,0,3,0,0
ENSG00000183396,TMEM89,17,8,5,18,1,0,2,0
ENSG00000183397,C19orf71,22,12,1,8,11,11,22,3
ENSG00000183401,CCDC159,245,268,174,246,271,215,312,208
ENSG00000183421,RIPK4,72,21,48,132,31,33,20,255
ENSG00000183423,LRIT3,0,2,4,13,0,5,6,0
ENSG00000183426,NPIPA1,2708,3633,1070,3313,2046,2389,3792,3092
ENSG00000183431,SF3A3,4578,5214,3821,5683,3944,3123,3201,6175
ENSG00000183434,TFDP3,0,4,0,0,0,0,1,0
ENSG00000183439,TRIM61,57,60,20,45,60,65,42,25
ENSG00000183444,OR7E38P,167,227,163,163,138,119,131,130
ENSG00000183454,GRIN2A,49,0,4,0,0,8,14,0
ENSG00000183458,PKD1P3,1451,164,774,2228,865,420,396,2559
ENSG00000183463,URAD,0,0,0,0,0,0,0,0
ENSG00000183470,FLJ40288,0,0,0,1,1,0,0,0
ENSG00000183474,GTF2H2C,671,1132,1002,654,647,476,705,430
ENSG00000183475,ASB7,1223,1181,1077,1558,932,794,810,1442
ENSG00000183476,SH2D7,0,0,0,8,0,0,0,0
ENSG00000183479,TREX2,69,39,30,137,88,59,60,185
ENSG00000183484,GPR132,20,1,8,48,21,17,9,61
ENSG00000183486,MX2,979,164,80,1976,47,205,23,3565
ENSG00000183495,EP400,5390,4335,2892,5308,4315,4414,4732,3741
ENSG00000183496,MEX3B,461,188,312,703,258,285,210,762
ENSG00000183506,PI4KAP2,1993,1469,957,3513,1347,1498,1505,3512
ENSG00000183508,TENT5C,47,33,34,112,43,11,22,90
ENSG00000183513,COA5,795,678,729,621,761,680,598,599
ENSG00000183520,UTP11,1938,2016,2234,1537,1579,1508,1287,1810
ENSG00000183527,PSMG1,1533,1543,1573,1186,1427,1075,870,1145
ENSG00000183530,PRR14L,5348,6142,4229,5177,4482,4015,5887,3931
ENSG00000183535,COL18A1-AS1,1,1,5,1,1,2,2,0
ENSG00000183542,KLRC4,1,3,1,7,0,6,0,0
ENSG00000183549,ACSM5,5,1,4,1,0,0,7,0
ENSG00000183559,C10orf120,0,0,0,0,0,2,0,0
ENSG00000183560,IZUMO1R,0,0,0,2,0,0,0,0
ENSG00000183566,BPIFA4P,0,0,0,0,0,0,0,0
ENSG00000183569,SERHL2,40,57,92,35,57,29,41,13
ENSG00000183570,PCBP3,27,47,135,79,24,18,31,6
ENSG00000183571,PGPEP1L,4,0,1,0,0,4,2,1
ENSG00000183576,SETD3,3771,3547,3487,3898,2875,2893,2303,4964
ENSG00000183578,TNFAIP8L3,2016,1510,1571,3075,1311,1533,1317,2994
ENSG00000183579,ZNRF3,666,490,596,773,446,557,350,665
ENSG00000183580,FBXL7,1075,874,945,989,986,996,916,1138
ENSG00000183597,TANGO2,1708,1594,921,1867,1199,1364,1458,1872
ENSG00000183598,H3C13,2105,1180,3563,358,2352,1590,1171,643
ENSG00000183604,SMG1P5,2265,2646,1568,2678,1867,2190,2195,2580
ENSG00000183605,SFXN4,426,565,510,266,383,308,308,387
ENSG00000183607,GKN2,0,0,0,1,0,0,0,0
ENSG00000183615,FAM167B,86,54,108,80,113,148,105,43
ENSG00000183617,MRPL54,789,794,1110,859,774,637,494,1064
ENSG00000183621,ZNF438,529,545,397,625,489,389,447,772
ENSG00000183624,HMCES,1925,1789,2030,1435,1713,1511,1177,2027
ENSG00000183625,CCR3,0,0,4,0,0,0,0,0
ENSG00000183628,DGCR6,141,102,109,112,159,161,104,208
ENSG00000183629,GOLGA8G,0,52,2,1,6,3,5,0
ENSG00000183631,PRR32,0,0,0,0,0,0,0,0
ENSG00000183632,TP53TG3,0,1,0,0,0,0,0,0
ENSG00000183638,RP1L1,87,95,33,84,47,86,78,83
ENSG00000183640,KRTAP8-1,0,0,0,0,0,0,0,0
ENSG00000183643,C15orf32,0,0,0,0,0,0,0,0
ENSG00000183644,HOATZ,10,24,15,25,24,25,32,3
ENSG00000183647,ZNF530,464,429,560,619,646,338,297,788
ENSG00000183648,NDUFB1,366,428,743,269,501,270,288,329
ENSG00000183654,MARCHF11,0,0,4,0,0,2,0,0
ENSG00000183655,KLHL25,643,464,538,1008,515,561,440,997
ENSG00000183662,TAFA1,0,0,0,0,22,0,0,0
ENSG00000183665,TRMT12,538,671,684,565,523,530,383,677
ENSG00000183666,GUSBP1,839,894,898,579,843,682,736,418
ENSG00000183668,PSG9,5,3,9,2,2,7,1,0
ENSG00000183682,BMP8A,37,6,35,44,40,13,8,85
ENSG00000183684,ALYREF,1901,1382,2058,1918,1594,1454,1224,1858
ENSG00000183688,RFLNB,763,910,1253,286,1104,541,654,291
ENSG00000183690,EFHC2,0,1,1,0,0,2,1,0
ENSG00000183691,NOG,15,1,8,22,24,7,4,17
ENSG00000183695,MRGPRX2,0,0,0,0,0,0,0,0
ENSG00000183696,UPP1,1533,901,1142,2380,1006,946,806,2799
ENSG00000183704,SLC9B1P1,0,0,0,0,0,0,0,0
ENSG00000183706,OR4N4,0,0,0,0,0,0,0,0
ENSG00000183709,IFNL2,6,0,0,0,0,0,0,1
ENSG00000183715,OPCML,5,0,4,158,0,9,76,0
ENSG00000183718,TRIM52,773,1099,559,1005,678,985,1133,754
ENSG00000183722,LHFPL6,1515,1140,1419,977,1278,1313,1042,1577
ENSG00000183723,CMTM4,2426,2638,2645,1913,2674,1823,1894,2015
ENSG00000183726,TMEM50A,5789,4945,5219,4859,4381,4049,4030,5192
ENSG00000183733,FIGLA,0,0,0,0,0,0,0,0
ENSG00000183734,ASCL2,0,0,2,3,1,2,0,1
ENSG00000183735,TBK1,2666,3673,2536,1620,2594,2486,2829,1597
ENSG00000183741,CBX6,5952,3464,4670,5213,3751,4134,3036,7333
ENSG00000183742,MACC1,193,215,122,203,172,192,196,142
ENSG00000183747,ACSM2A,30,41,27,31,29,29,52,56
ENSG00000183751,TBL3,1771,1038,1606,1505,1507,1352,781,1938
ENSG00000183753,BPY2,0,0,0,0,0,0,0,0
ENSG00000183760,ACP7,22,7,3,11,3,4,2,15
ENSG00000183762,KREMEN1,396,400,422,452,389,503,317,1015
ENSG00000183763,TRAIP,982,1029,816,1043,564,858,1048,1096
ENSG00000183765,CHEK2,1087,1169,1234,910,982,1208,1009,1245
ENSG00000183770,FOXL2,28,6,28,95,19,15,2,78
ENSG00000183773,AIFM3,91,19,21,64,11,32,14,1
ENSG00000183775,KCTD16,1789,1156,807,1128,848,994,1959,1465
ENSG00000183778,B3GALT5,1,6,2,6,1,3,3,0
ENSG00000183779,ZNF703,233,84,207,293,236,154,117,198
ENSG00000183780,SLC35F3,0,0,2,4,0,3,0,0
ENSG00000183783,KCTD8,0,0,7,0,0,3,0,0
ENSG00000183784,DOCK8-AS1,42,44,27,53,37,49,42,43
ENSG00000183785,TUBA8,101,80,87,142,54,126,71,110
ENSG00000183793,NPIPA5,11,51,25,64,24,71,57,115
ENSG00000183798,EMILIN3,83,84,147,27,87,93,99,61
ENSG00000183801,OLFML1,0,0,0,0,0,1,0,0
ENSG00000183807,FAM162B,10,6,0,5,3,10,3,0
ENSG00000183808,RBM12B,2359,3380,2410,1886,2982,2798,3312,1755
ENSG00000183813,CCR4,52,53,42,31,21,30,76,51
ENSG00000183814,LIN9,1308,1561,1612,1095,1241,1083,945,735
ENSG00000183822,NCF4-AS1,0,0,0,0,0,0,0,0
ENSG00000183826,BTBD9,747,698,726,546,572,443,432,479
ENSG00000183828,NUDT14,707,551,926,883,636,582,554,852
ENSG00000183831,ANKRD45,4,3,3,9,0,3,4,0
ENSG00000183833,CFAP91,13,42,28,0,5,11,4,30
ENSG00000183837,PNMA3,0,5,1,4,13,3,3,16
ENSG00000183840,GPR39,27,25,7,19,32,13,11,0
ENSG00000183844,FAM3B,0,0,0,3,0,0,1,0
ENSG00000183850,ZNF730,273,515,301,179,462,411,265,362
ENSG00000183853,KIRREL1,9060,6531,6693,7741,6282,6871,6033,8008
ENSG00000183856,IQGAP3,8900,8090,4896,8490,7200,8902,8449,7635
ENSG00000183862,CNGA2,0,0,0,0,0,0,0,0
ENSG00000183864,TOB2,2317,1581,2018,1793,1883,2046,1494,2629
ENSG00000183873,SCN5A,668,758,554,444,751,423,944,409
ENSG00000183876,ARSI,114,88,170,83,102,38,48,110
ENSG00000183878,UTY,1304,1519,1456,1044,845,1164,1202,1109
ENSG00000183888,SRARP,5,10,0,6,3,15,7,1
ENSG00000183891,TTC32,235,330,297,191,240,186,250,97
ENSG00000183908,LRRC55,1,0,0,0,0,0,0,0
ENSG00000183914,DNAH2,35,33,31,43,38,64,19,60
ENSG00000183918,SH2D1A,1,0,0,0,1,0,2,0
ENSG00000183921,SDR42E2,8,2,0,0,5,7,3,5
ENSG00000183935,HTR7P1,139,156,155,89,169,142,146,150
ENSG00000183938,TRBV21OR9-2,0,0,0,0,0,0,0,0
ENSG00000183943,PRKX,2194,2241,1765,2984,1390,1396,1158,2970
ENSG00000183955,KMT5A,2944,2115,1859,3179,1909,2296,2205,2708
ENSG00000183960,KCNH8,8,1,0,42,4,4,0,0
ENSG00000183963,SMTN,6166,2876,2589,15680,3198,3357,3553,11576
ENSG00000183971,NPW,6,23,16,16,2,34,2,5
ENSG00000183977,PP2D1,0,0,0,0,2,2,0,0
ENSG00000183978,COA3,1192,1050,1543,1110,1314,1196,932,1403
ENSG00000183979,NPB,68,5,103,51,71,31,21,70
ENSG00000184005,ST6GALNAC3,1939,1524,1743,1545,1009,1517,1438,2038
ENSG00000184007,PTP4A2,6357,7117,6262,5681,6200,4976,4642,5541
ENSG00000184009,ACTG1,71016,50009,76021,40188,67954,52353,44818,41230
ENSG00000184012,TMPRSS2,9,6,18,9,0,14,10,2
ENSG00000184014,DENND5A,8934,9886,6519,11191,6264,7775,7854,11214
ENSG00000184022,OR2T10,0,0,0,0,0,0,0,0
ENSG00000184029,DSCR4,0,0,0,0,0,2,0,0
ENSG00000184032,KRTAP20-2,0,0,0,0,0,0,0,0
ENSG00000184033,CTAG1B,0,0,0,0,0,0,0,0
ENSG00000184047,DIABLO,1700,1989,1925,1578,1461,1178,1228,1808
ENSG00000184056,VPS33B,825,756,713,1510,584,457,621,1050
ENSG00000184058,TBX1,881,490,488,890,656,934,657,881
ENSG00000184060,ADAP2,24,59,18,44,61,88,42,53
ENSG00000184068,SREBF2-AS1,18,23,14,17,11,18,21,3
ENSG00000184076,UQCR10,1162,1104,1739,1175,1470,1039,816,1285
ENSG00000184083,FAM120C,966,799,621,606,1008,604,793,953
ENSG00000184100,BRD7P2,1,1,0,0,2,3,1,0
ENSG00000184106,TREML3P,0,0,0,0,0,0,0,0
ENSG00000184108,TRIML1,0,0,0,0,0,1,0,0
ENSG00000184110,EIF3C,14561,12794,13247,15938,15439,8847,10923,11559
ENSG00000184111,RPL11P4,3,1,0,1,0,0,0,0
ENSG00000184113,CLDN5,78,10,109,312,64,83,48,380
ENSG00000184115,LOC100288570,613,616,260,503,450,491,911,385
ENSG00000184117,NIPSNAP1,1542,1784,1866,1485,1819,979,1059,2070
ENSG00000184139,RPL7AP28,0,0,0,0,0,0,0,0
ENSG00000184140,OR4F6,0,0,0,0,0,0,0,0
ENSG00000184144,CNTN2,20,16,16,195,28,1,54,360
ENSG00000184148,SPRR4,0,0,0,0,0,0,0,0
ENSG00000184154,LRTOMT,176,209,230,169,394,253,155,394
ENSG00000184155,OR10J5,0,0,0,0,0,0,0,1
ENSG00000184156,KCNQ3,14,4,3,40,6,6,2,0
ENSG00000184160,ADRA2C,12,1,9,15,8,5,5,20
ENSG00000184162,NR2C2AP,942,888,1105,1640,882,777,755,1792
ENSG00000184163,C1QTNF12,34,14,22,144,37,22,25,190
ENSG00000184164,CRELD2,955,542,970,629,713,866,696,953
ENSG00000184166,OR1D2,0,0,0,0,0,0,0,0
ENSG00000184178,SCFD2,695,508,554,689,439,655,456,688
ENSG00000184182,UBE2F,781,655,605,768,643,544,473,1107
ENSG00000184185,KCNJ12,705,303,413,1858,439,435,244,3060
ENSG00000184194,GPR173,570,535,175,717,429,452,472,404
ENSG00000184203,PPP1R2,3146,2123,3098,2445,2599,1830,1541,4323
ENSG00000184205,TSPYL2,1105,1032,787,1565,926,822,767,1380
ENSG00000184206,GOLGA6L4,272,170,105,394,279,235,221,48
ENSG00000184207,PGP,813,641,1150,956,920,798,746,970
ENSG00000184208,C22orf46,696,496,553,852,597,506,560,568
ENSG00000184209,SNRNP35,662,566,606,502,429,528,811,539
ENSG00000184210,DGAT2L6,0,0,0,0,1,1,0,0
ENSG00000184216,IRAK1,6317,3741,4571,10365,4251,4003,2722,10938
ENSG00000184220,CMSS1,1846,1419,1254,1549,1395,1276,1249,1762
ENSG00000184221,OLIG1,1,0,1,0,0,0,0,0
ENSG00000184224,C11orf72,414,524,323,485,397,429,472,392
ENSG00000184226,PCDH9,5335,3720,3272,5576,3778,5728,4628,6070
ENSG00000184227,ACOT1,80,74,74,51,65,43,47,61
ENSG00000184232,OAF,1306,809,1072,1398,654,1372,1039,1003
ENSG00000184254,ALDH1A3,1371,1248,1006,1525,1022,530,572,1244
ENSG00000184260,H2AC20,2595,1648,4036,921,2962,1752,1229,1045
ENSG00000184261,KCNK12,1,0,1,0,3,11,0,0
ENSG00000184270,H2AC21,599,501,1067,134,829,677,528,223
ENSG00000184271,POU6F1,717,562,498,585,577,681,427,833
ENSG00000184276,DEFB108B,0,0,4,0,0,0,0,1
ENSG00000184277,TM2D3,1040,1261,1291,721,1224,1109,1023,890
ENSG00000184281,TSSC4,1532,1223,1460,2036,1162,1203,805,2428
ENSG00000184292,TACSTD2,514,372,693,201,413,422,276,260
ENSG00000184293,CLECL1,0,0,0,0,0,1,0,0
ENSG00000184302,SIX6,0,1,5,0,0,7,0,0
ENSG00000184304,PRKD1,74,111,41,39,100,177,144,101
ENSG00000184305,CCSER1,1,1,0,0,1,29,3,1
ENSG00000184307,ZDHHC23,115,124,94,161,59,154,74,240
ENSG00000184313,MROH7,10,23,16,11,19,51,27,2
ENSG00000184321,OR51J1,0,0,0,0,0,1,0,0
ENSG00000184330,S100A7A,0,2,0,0,0,0,0,0
ENSG00000184343,SRPK3,25,7,4,110,53,14,7,50
ENSG00000184344,GDF3,0,0,0,0,0,0,0,0
ENSG00000184345,IQCF2,0,0,0,0,0,0,0,0
ENSG00000184347,SLIT3,115,23,35,22,66,75,61,64
ENSG00000184349,EFNA5,787,1258,659,666,1058,675,759,787
ENSG00000184350,MRGPRE,5,0,0,5,0,4,0,0
ENSG00000184351,KRTAP19-1,1,0,0,4,0,0,0,0
ENSG00000184357,H1-5,6938,6714,12963,939,9763,6798,5509,1678
ENSG00000184361,SPATA32,2,1,0,0,1,3,3,0
ENSG00000184363,PKP3,11,50,7,39,3,4,27,134
ENSG00000184368,MAP7D2,55,76,80,85,32,33,36,43
ENSG00000184371,CSF1,1722,1539,1189,2895,1094,1207,1293,3280
ENSG00000184374,COLEC10,0,0,2,0,0,0,0,0
ENSG00000184378,ACTRT3,12,6,5,7,12,19,15,13
ENSG00000184381,PLA2G6,455,483,227,550,298,360,427,329
ENSG00000184384,MAML2,2211,2092,1724,1445,1953,2372,2234,1311
ENSG00000184385,UMODL1-AS1,1,0,0,0,0,0,0,0
ENSG00000184388,PABPC1L2B,0,0,0,0,0,1,0,0
ENSG00000184389,A3GALT2,0,0,0,1,0,3,0,0
ENSG00000184394,OR4N5,1,0,0,0,0,0,0,0
ENSG00000184402,SS18L1,1112,1081,696,1872,1086,1272,1420,1620
ENSG00000184408,KCND2,0,0,2,0,0,0,0,0
ENSG00000184428,TOP1MT,648,435,505,680,477,469,415,869
ENSG00000184432,COPB2,8901,9481,8001,7120,7771,7557,6624,9109
ENSG00000184434,LRRC19,12,25,7,5,16,12,10,4
ENSG00000184436,THAP7,1068,835,1012,1044,1016,643,729,1420
ENSG00000184445,KNTC1,9431,14655,7819,7796,9080,9568,12173,6591
ENSG00000184451,CCR10,27,10,54,31,32,26,21,29
ENSG00000184454,NCMAP,23,10,16,10,26,29,11,10
ENSG00000184459,BPIFC,1,0,0,0,0,0,1,0
ENSG00000184465,WDR27,1972,1939,797,1547,1670,1333,1939,1362
ENSG00000184470,TXNRD2,2413,1364,1734,1969,1299,1515,1368,1400
ENSG00000184471,C1QTNF8,3,1,5,0,0,7,0,1
ENSG00000184478,OR56A3,0,0,0,0,0,0,0,0
ENSG00000184481,FOXO4,522,244,359,195,492,332,296,415
ENSG00000184486,POU3F2,2,1,4,14,4,5,4,26
ENSG00000184489,PTP4A3,0,8,8,4,3,0,0,5
ENSG00000184492,FOXD4L1,11,8,7,22,12,9,7,8
ENSG00000184497,TMEM255B,662,352,343,599,355,535,501,488
ENSG00000184500,PROS1,2559,3553,3503,930,2504,1833,2078,872
ENSG00000184502,GAST,0,0,0,5,0,0,0,12
ENSG00000184507,NUTM1,0,0,0,0,1,1,0,0
ENSG00000184508,HDDC3,495,435,544,575,511,329,263,497
ENSG00000184515,BEX5,3,3,0,1,0,3,1,1
ENSG00000184517,ZFP1,1162,999,1908,1148,1174,978,723,1177
ENSG00000184524,CEND1,7,2,4,13,0,6,1,55
ENSG00000184530,C6orf58,0,0,0,8,0,0,0,0
ENSG00000184544,DHRS7C,2,0,0,0,0,0,0,0
ENSG00000184545,DUSP8,23,14,0,98,3,7,0,0
ENSG00000184557,SOCS3,465,318,507,572,501,309,191,550
ENSG00000184560,SPEM2,1,3,5,6,0,4,8,0
ENSG00000184564,SLITRK6,0,2,0,0,0,0,0,0
ENSG00000184571,PIWIL3,12,34,19,14,14,27,34,7
ENSG00000184574,LPAR5,10,7,24,28,8,15,7,9
ENSG00000184575,XPOT,12921,13046,7885,15356,8981,7437,6360,21019
ENSG00000184584,STING1,3162,2175,2573,6042,1994,1965,2212,4951
ENSG00000184588,PDE4B,3306,2846,2785,1531,2473,4407,3125,1608
ENSG00000184599,TAFA3,0,0,2,0,0,0,3,0
ENSG00000184601,C14orf180,2,0,1,0,0,3,0,0
ENSG00000184602,SNN,912,740,1122,967,955,709,749,1069
ENSG00000184608,FAM167A-AS1,49,29,23,21,30,50,63,10
ENSG00000184611,KCNH7,0,0,2,0,0,1,1,0
ENSG00000184613,NELL2,16,1,17,3,1,12,12,41
ENSG00000184619,KRBA2,460,539,411,336,454,400,415,416
ENSG00000184634,MED12,3887,4036,1941,2654,3573,3235,3908,3521
ENSG00000184635,ZNF93,607,751,568,563,717,806,774,488
ENSG00000184640,SEPTIN9,15263,10338,9571,15408,8617,11378,10025,13667
ENSG00000184647,PRSS55,0,1,0,1,0,0,0,0
ENSG00000184650,ODF4,0,0,0,0,0,0,0,0
ENSG00000184659,FOXD4L4,18,6,20,31,27,15,4,14
ENSG00000184661,CDCA2,3642,3854,4087,1564,3570,3264,2928,1870
ENSG00000184669,OR7E14P,0,3,0,1,1,0,5,4
ENSG00000184672,RALYL,0,0,0,0,0,4,0,0
ENSG00000184675,AMER1,473,303,301,808,267,202,186,699
ENSG00000184677,ZBTB40,2392,2535,1838,2692,1779,2589,2650,4478
ENSG00000184678,H2BC21,6325,5430,8793,1771,5434,4313,3478,3693
ENSG00000184697,CLDN6,0,2,2,4,1,0,7,3
ENSG00000184698,OR51M1,0,0,0,0,0,0,0,0
ENSG00000184702,SEPTIN5,602,670,581,1145,577,556,491,1307
ENSG00000184708,EIF4ENIF1,1351,1894,1094,1357,1526,1534,1397,1126
ENSG00000184709,LRRC26,0,0,0,0,2,0,0,0
ENSG00000184716,SERINC4,2,0,1,5,5,2,3,29
ENSG00000184719,RNLS,48,8,11,12,24,5,10,26
ENSG00000184724,KRTAP6-1,0,0,0,0,0,0,0,0
ENSG00000184730,APOBR,3,0,0,5,2,1,4,0
ENSG00000184731,FAM110C,3,0,1,0,1,11,1,0
ENSG00000184735,DDX53,2,0,0,0,0,0,1,0
ENSG00000184743,ATL3,17935,16673,17741,15923,15092,10370,10343,16958
ENSG00000184752,NDUFA12,1530,1451,1615,1418,1289,1223,1026,1736
ENSG00000184774,MGAT4EP,7,8,0,0,1,0,3,1
ENSG00000184785,SMIM10,173,177,220,56,124,146,112,34
ENSG00000184787,UBE2G2,3489,3333,2630,3476,2827,2491,2422,3165
ENSG00000184788,SATL1,1,0,0,14,0,0,0,22
ENSG00000184789,OR4C10P,0,0,0,0,0,0,0,0
ENSG00000184792,OSBP2,1442,1384,861,1880,1187,1127,1012,1624
ENSG00000184811,TRARG1,0,0,2,0,0,0,0,0
ENSG00000184814,PRR23B,5,1,1,0,2,0,0,0
ENSG00000184828,ZBTB7C,24,1,23,21,0,2,21,84
ENSG00000184831,APOO,374,387,340,461,315,287,195,518
ENSG00000184838,PRR16,7,7,29,11,12,5,12,16
ENSG00000184840,TMED9,4285,3202,4785,4138,3962,3040,2696,4180
ENSG00000184845,DRD1,1,0,0,0,0,0,0,0
ENSG00000184856,LINC00308,0,0,0,0,0,2,1,0
ENSG00000184857,TMEM186,223,228,269,260,250,208,204,264
ENSG00000184860,SDR42E1,188,113,95,152,39,46,34,316
ENSG00000184863,RBM33,4165,4578,3085,4546,3888,3983,3902,3988
ENSG00000184867,ARMCX2,128,133,145,283,160,132,127,200
ENSG00000184887,BTBD6,3030,2342,3393,3658,2623,2260,1971,4181
ENSG00000184895,SRY,0,0,0,0,0,0,0,0
ENSG00000184897,H1-10,1981,715,3841,1686,3450,2279,1099,1965
ENSG00000184898,RBM43,241,128,261,183,187,132,131,36
ENSG00000184900,SUMO3,3397,2807,3680,2827,2735,2316,2043,2716
ENSG00000184903,IMMP2L,158,148,157,42,147,146,148,84
ENSG00000184905,TCEAL2,6,13,16,10,11,4,14,2
ENSG00000184906,LOC101929583,19,3,4,23,1,25,20,26
ENSG00000184908,CLCNKB,63,60,110,32,61,16,36,21
ENSG00000184911,DMRTC1B,0,0,2,0,0,0,0,0
ENSG00000184916,JAG2,1321,801,966,3832,1370,1085,812,2982
ENSG00000184922,FMNL1,137,206,131,38,76,51,63,95
ENSG00000184923,NUTM2A,144,75,78,95,64,61,71,120
ENSG00000184924,PTRHD1,366,363,717,177,435,332,272,252
ENSG00000184925,LCN12,9,15,5,0,20,23,16,25
ENSG00000184933,OR6A2,1,0,0,0,0,0,0,0
ENSG00000184937,WT1,2,0,1,0,0,2,2,0
